"Date","Price","Open","High","Low","Vol.","Change %"
"2024-4-17","0.010","0.010","0.010","0.010","","0.00%"
"2024-4-16","0.010","0.010","0.010","0.010","","0.00%"
"2024-4-15","0.010","0.010","0.010","0.010","","0.00%"
"2024-4-12","0.010","0.010","0.010","0.010","2.13M","0.00%"
"2024-4-11","0.010","0.010","0.010","0.010","4.73M","0.00%"
"2024-4-10","0.010","0.010","0.010","0.010","1.04M","0.00%"
"2024-4-9","0.010","0.010","0.010","0.010","","0.00%"
"2024-4-8","0.010","0.010","0.010","0.010","","0.00%"
"2024-4-5","0.010","0.010","0.010","0.010","","0.00%"
"2024-4-3","0.010","0.010","0.010","0.010","","0.00%"
"2024-4-2","0.010","0.010","0.010","0.010","","0.00%"
"2024-3-28","0.010","0.010","0.010","0.010","32.00K","0.00%"
"2024-3-27","0.010","0.010","0.010","0.010","2.56M","0.00%"
"2024-3-26","0.010","0.010","0.010","0.010","","0.00%"
"2024-3-25","0.010","0.010","0.010","0.010","608.00K","0.00%"
"2024-3-22","0.010","0.010","0.010","0.010","2.98M","-9.09%"
"2024-3-21","0.011","0.010","0.011","0.010","18.35M","0.00%"
"2024-3-20","0.011","0.010","0.011","0.010","30.59M","0.00%"
"2024-3-19","0.011","0.011","0.011","0.011","800.00K","0.00%"
"2024-3-18","0.011","0.011","0.011","0.011","3.44M","0.00%"
"2024-3-15","0.011","0.011","0.011","0.011","1.60M","0.00%"
"2024-3-14","0.011","0.011","0.011","0.011","1.20M","-8.33%"
"2024-3-13","0.012","0.011","0.012","0.011","1.48M","0.00%"
"2024-3-12","0.012","0.011","0.012","0.011","17.87M","9.09%"
"2024-3-11","0.011","0.010","0.012","0.010","30.37M","10.00%"
"2024-3-8","0.010","0.010","0.010","0.010","728.00K","0.00%"
"2024-3-7","0.010","0.011","0.011","0.010","5.93M","-9.09%"
"2024-3-6","0.011","0.011","0.012","0.010","3.47M","-8.33%"
"2024-3-5","0.012","0.011","0.012","0.011","2.10M","9.09%"
"2024-3-4","0.011","0.012","0.012","0.011","10.52M","-8.33%"
"2024-3-1","0.012","0.010","0.012","0.010","29.31M","20.00%"
"2024-2-29","0.010","0.011","0.011","0.010","13.60M","-9.09%"
"2024-2-28","0.011","0.011","0.012","0.011","5.20M","-8.33%"
"2024-2-27","0.012","0.012","0.012","0.011","6.46M","0.00%"
"2024-2-26","0.012","0.012","0.012","0.011","1.35M","0.00%"
"2024-2-23","0.012","0.011","0.012","0.011","3.28M","0.00%"
"2024-2-22","0.012","0.011","0.012","0.011","18.25M","0.00%"
"2024-2-21","0.012","0.010","0.012","0.010","11.36M","9.09%"
"2024-2-20","0.011","0.012","0.012","0.011","10.97M","-8.33%"
"2024-2-19","0.012","0.011","0.013","0.011","22.26M","20.00%"
"2024-2-16","0.010","0.011","0.011","0.010","3.61M","-9.09%"
"2024-2-15","0.011","0.011","0.012","0.011","2.55M","-8.33%"
"2024-2-14","0.012","0.013","0.013","0.011","12.86M","0.00%"
"2024-2-9","0.012","0.012","0.012","0.012","2.42M","0.00%"
"2024-2-8","0.012","0.010","0.014","0.010","57.37M","20.00%"
"2024-2-7","0.010","0.010","0.010","0.010","12.15M","0.00%"
"2024-2-6","0.010","0.010","0.010","0.010","4.00M","0.00%"
"2024-2-5","0.010","0.010","0.010","0.010","1.24M","0.00%"
"2024-2-2","0.010","0.010","0.010","0.010","5.70M","0.00%"
"2024-2-1","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-31","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-30","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-29","0.010","0.010","0.010","0.010","2.30M","0.00%"
"2024-1-26","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-25","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-24","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-23","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-22","0.010","0.010","0.010","0.010","8.00K","0.00%"
"2024-1-19","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-18","0.010","0.010","0.010","0.010","144.00K","0.00%"
"2024-1-17","0.010","0.010","0.010","0.010","752.00K","0.00%"
"2024-1-16","0.010","0.010","0.010","0.010","620.10M","0.00%"
"2024-1-15","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-12","0.010","0.010","0.010","0.010","0.20K","0.00%"
"2024-1-11","0.010","0.010","0.010","0.010","144.30K","0.00%"
"2024-1-10","0.010","0.010","0.010","0.010","0.20K","0.00%"
"2024-1-9","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-8","0.010","0.010","0.010","0.010","2.02M","0.00%"
"2024-1-5","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-4","0.010","0.010","0.010","0.010","","0.00%"
"2024-1-3","0.010","0.010","0.010","0.010","2.01M","0.00%"
"2024-1-2","0.010","0.010","0.010","0.010","4.29M","0.00%"
"2023-12-29","0.010","0.010","0.010","0.010","480.00K","0.00%"
"2023-12-28","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-27","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-22","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-21","0.010","0.010","0.010","0.010","560.00K","0.00%"
"2023-12-20","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-19","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-18","0.010","0.010","0.010","0.010","106.00K","0.00%"
"2023-12-15","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-14","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-13","0.010","0.010","0.010","0.010","2.43M","0.00%"
"2023-12-12","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-11","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-8","0.010","0.010","0.010","0.010","200.00K","0.00%"
"2023-12-7","0.010","0.010","0.010","0.010","","0.00%"
"2023-12-6","0.010","0.010","0.010","0.010","56.00K","0.00%"
"2023-12-5","0.010","0.010","0.010","0.010","1.17M","0.00%"
"2023-12-4","0.010","0.010","0.010","0.010","128.00K","0.00%"
"2023-12-1","0.010","0.010","0.010","0.010","","0.00%"
"2023-11-30","0.010","0.010","0.010","0.010","8.00K","0.00%"
"2023-11-29","0.010","0.010","0.010","0.010","5.80M","0.00%"
"2023-11-28","0.010","0.010","0.010","0.010","","0.00%"
"2023-11-27","0.010","0.010","0.010","0.010","","0.00%"
"2023-11-24","0.010","0.010","0.010","0.010","1.21M","0.00%"
"2023-11-23","0.010","0.010","0.010","0.010","1.00M","0.00%"
"2023-11-22","0.010","0.010","0.010","0.010","600.00K","0.00%"
"2023-11-21","0.010","0.010","0.010","0.010","424.00K","0.00%"
"2023-11-20","0.010","0.010","0.010","0.010","","0.00%"
"2023-11-17","0.010","0.010","0.010","0.010","560.00K","0.00%"
"2023-11-16","0.010","0.010","0.010","0.010","11.00K","0.00%"
"2023-11-15","0.010","0.010","0.010","0.010","1.05M","0.00%"
"2023-11-14","0.010","0.010","0.010","0.010","4.50M","0.00%"
"2023-11-13","0.010","0.010","0.011","0.010","22.98M","0.00%"
"2023-11-10","0.010","0.010","0.011","0.010","27.94M","0.00%"
"2023-11-9","0.010","0.011","0.011","0.010","12.44M","0.00%"
"2023-11-8","0.010","0.012","0.012","0.010","65.86M","-23.08%"
"2023-11-7","0.013","0.017","0.020","0.012","211.39M","30.00%"
"2023-11-6","0.010","0.010","0.010","0.010","","0.00%"
"2023-11-3","0.010","0.010","0.010","0.010","","0.00%"
"2023-11-2","0.010","0.010","0.010","0.010","","0.00%"
"2023-11-1","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-31","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-30","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-27","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-26","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-25","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-24","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-20","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-19","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-18","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-17","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-16","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-13","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-12","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-11","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-10","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-9","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-6","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-5","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-4","0.010","0.010","0.010","0.010","","0.00%"
"2023-10-3","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-29","0.010","0.010","0.010","0.010","3.42M","0.00%"
"2023-9-28","0.010","0.010","0.010","0.010","40.00K","0.00%"
"2023-9-27","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-26","0.010","0.010","0.010","0.010","672.00K","0.00%"
"2023-9-25","0.010","0.010","0.010","0.010","1.40M","0.00%"
"2023-9-22","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-21","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-20","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-19","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-18","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-15","0.010","0.010","0.010","0.010","704.00K","0.00%"
"2023-9-14","0.010","0.010","0.010","0.010","1.60M","0.00%"
"2023-9-13","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-12","0.010","0.010","0.010","0.010","1.12M","0.00%"
"2023-9-11","0.010","0.010","0.010","0.010","2.79M","0.00%"
"2023-9-7","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-6","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-5","0.010","0.010","0.010","0.010","","0.00%"
"2023-9-4","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-31","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-30","0.010","0.010","0.010","0.010","8.00K","0.00%"
"2023-8-29","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-28","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-25","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-24","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-23","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-22","0.010","0.010","0.010","0.010","0.20K","0.00%"
"2023-8-21","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-18","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-17","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-16","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-15","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-14","0.010","0.010","0.010","0.010","8.00K","0.00%"
"2023-8-11","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-10","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-9","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-8","0.010","0.010","0.010","0.010","","0.00%"
"2023-8-7","0.010","0.010","0.010","0.010","56.00K","0.00%"
"2023-8-4","0.010","0.010","0.010","0.010","328.10K","0.00%"
"2023-8-3","0.010","0.010","0.010","0.010","6.99M","0.00%"
"2023-8-2","0.010","0.010","0.010","0.010","15.25M","0.00%"
"2023-8-1","0.010","0.010","0.010","0.010","256.00K","0.00%"
"2023-7-31","0.010","0.010","0.010","0.010","16.00K","0.00%"
"2023-7-28","0.010","0.010","0.010","0.010","1.60K","0.00%"
"2023-7-27","0.010","0.010","0.010","0.010","64.00K","0.00%"
"2023-7-26","0.010","0.010","0.010","0.010","11.58M","0.00%"
"2023-7-25","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-24","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-21","0.010","0.010","0.010","0.010","672.00K","0.00%"
"2023-7-20","0.010","0.010","0.011","0.010","48.67M","0.00%"
"2023-7-19","0.010","0.010","0.010","0.010","7.03M","0.00%"
"2023-7-18","0.010","0.010","0.010","0.010","200.00K","0.00%"
"2023-7-14","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-13","0.010","0.010","0.010","0.010","120.00K","0.00%"
"2023-7-12","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-11","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-10","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-7","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-6","0.010","0.010","0.010","0.010","","0.00%"
"2023-7-5","0.010","0.010","0.010","0.010","720.00K","0.00%"
"2023-7-4","0.010","0.010","0.010","0.010","24.00K","0.00%"
"2023-7-3","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-30","0.010","0.010","0.010","0.010","0.00K","0.00%"
"2023-6-29","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-28","0.010","0.010","0.010","0.010","216.00K","0.00%"
"2023-6-27","0.010","0.010","0.010","0.010","8.00K","0.00%"
"2023-6-26","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-23","0.010","0.010","0.010","0.010","240.00K","0.00%"
"2023-6-21","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-20","0.010","0.010","0.012","0.010","23.10M","0.00%"
"2023-6-19","0.010","0.010","0.010","0.010","8.75M","0.00%"
"2023-6-16","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-15","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-14","0.010","0.010","0.010","0.010","200.00K","0.00%"
"2023-6-13","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-12","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-9","0.010","0.010","0.010","0.010","2.00M","0.00%"
"2023-6-8","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-7","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-6","0.010","0.010","0.010","0.010","","0.00%"
"2023-6-5","0.010","0.010","0.010","0.010","2.78M","0.00%"
"2023-6-2","0.010","0.010","0.011","0.010","1.51M","0.00%"
"2023-6-1","0.010","0.010","0.010","0.010","2.00K","0.00%"
"2023-5-31","0.010","0.010","0.010","0.010","","0.00%"
"2023-5-30","0.010","0.010","0.010","0.010","","0.00%"
"2023-5-29","0.010","0.010","0.010","0.010","504.00K","0.00%"
"2023-5-25","0.010","0.010","0.010","0.010","104.00K","0.00%"
"2023-5-24","0.010","0.010","0.010","0.010","","0.00%"
"2023-5-23","0.010","0.010","0.010","0.010","1.00M","0.00%"
"2023-5-22","0.010","0.010","0.010","0.010","","0.00%"
"2023-5-19","0.010","0.010","0.010","0.010","584.00K","0.00%"
"2023-5-18","0.010","0.010","0.010","0.010","","0.00%"
"2023-5-17","0.010","0.010","0.010","0.010","4.42M","0.00%"
"2023-5-16","0.010","0.010","0.011","0.010","10.36M","0.00%"
"2023-5-15","0.010","0.010","0.010","0.010","568.00K","0.00%"
"2023-5-12","0.010","0.010","0.010","0.010","56.00K","0.00%"
"2023-5-11","0.010","0.010","0.010","0.010","128.00K","0.00%"
"2023-5-10","0.010","0.010","0.011","0.010","9.46M","0.00%"
"2023-5-9","0.010","0.010","0.011","0.010","36.86M","0.00%"
"2023-5-8","0.010","0.013","0.015","0.010","55.48M","-23.08%"
"2023-5-5","0.013","0.013","0.013","0.013","","0.00%"
"2023-5-4","0.013","0.013","0.013","0.013","","0.00%"
"2023-5-3","0.013","0.013","0.013","0.013","","0.00%"
"2023-5-2","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-28","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-27","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-26","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-25","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-24","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-21","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-20","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-19","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-18","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-17","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-14","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-13","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-12","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-11","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-6","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-4","0.013","0.013","0.013","0.013","","0.00%"
"2023-4-3","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-31","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-30","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-29","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-28","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-27","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-24","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-23","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-22","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-21","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-20","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-17","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-16","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-15","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-14","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-13","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-10","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-9","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-8","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-7","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-6","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-3","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-2","0.013","0.013","0.013","0.013","","0.00%"
"2023-3-1","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-28","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-27","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-24","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-23","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-22","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-21","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-20","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-17","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-16","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-15","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-14","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-13","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-10","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-9","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-8","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-7","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-6","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-3","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-2","0.013","0.013","0.013","0.013","","0.00%"
"2023-2-1","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-31","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-30","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-27","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-26","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-20","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-19","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-18","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-17","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-16","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-13","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-12","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-11","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-10","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-9","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-6","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-5","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-4","0.013","0.013","0.013","0.013","","0.00%"
"2023-1-3","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-30","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-29","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-28","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-23","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-22","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-21","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-20","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-19","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-16","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-15","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-14","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-13","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-12","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-9","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-8","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-7","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-6","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-5","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-2","0.013","0.013","0.013","0.013","","0.00%"
"2022-12-1","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-30","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-29","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-28","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-25","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-24","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-23","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-22","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-21","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-18","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-17","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-16","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-15","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-14","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-11","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-10","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-9","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-8","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-7","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-4","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-3","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-2","0.013","0.013","0.013","0.013","","0.00%"
"2022-11-1","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-31","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-28","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-27","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-26","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-25","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-24","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-21","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-20","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-19","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-18","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-17","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-14","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-13","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-12","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-11","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-10","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-7","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-6","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-5","0.013","0.013","0.013","0.013","","0.00%"
"2022-10-3","0.013","0.013","0.013","0.013","","0.00%"
"2022-9-30","0.013","0.012","0.013","0.011","9.46M","0.00%"
"2022-9-29","0.013","0.012","0.013","0.012","3.98M","-7.14%"
"2022-9-28","0.014","0.012","0.014","0.012","400.00K","0.00%"
"2022-9-27","0.014","0.014","0.014","0.014","","0.00%"
"2022-9-26","0.014","0.014","0.014","0.014","","0.00%"
"2022-9-23","0.014","0.014","0.014","0.014","8.10K","7.69%"
"2022-9-22","0.013","0.012","0.014","0.012","341.00K","-7.14%"
"2022-9-21","0.014","0.013","0.014","0.013","992.00K","0.00%"
"2022-9-20","0.014","0.014","0.014","0.014","0.10K","0.00%"
"2022-9-19","0.014","0.012","0.014","0.012","1.22M","0.00%"
"2022-9-16","0.014","0.013","0.014","0.013","9.22M","7.69%"
"2022-9-15","0.013","0.014","0.014","0.013","4.53M","-13.33%"
"2022-9-14","0.015","0.015","0.015","0.015","","0.00%"
"2022-9-13","0.015","0.015","0.015","0.014","5.38M","0.00%"
"2022-9-9","0.015","0.014","0.015","0.014","4.28M","0.00%"
"2022-9-8","0.015","0.014","0.015","0.014","2.00M","0.00%"
"2022-9-7","0.015","0.014","0.015","0.014","2.40M","0.00%"
"2022-9-6","0.015","0.015","0.015","0.013","30.74M","0.00%"
"2022-9-5","0.015","0.017","0.017","0.015","2.15M","-6.25%"
"2022-9-2","0.016","0.015","0.016","0.015","6.31M","6.67%"
"2022-9-1","0.015","0.016","0.016","0.015","1.75M","-6.25%"
"2022-8-31","0.016","0.015","0.016","0.015","2.82M","6.67%"
"2022-8-30","0.015","0.014","0.015","0.014","1.41M","0.00%"
"2022-8-29","0.015","0.013","0.015","0.013","10.83M","7.14%"
"2022-8-26","0.014","0.014","0.014","0.013","3.36M","7.69%"
"2022-8-25","0.013","0.013","0.013","0.013","112.00K","0.00%"
"2022-8-24","0.013","0.013","0.013","0.013","4.07M","0.00%"
"2022-8-23","0.013","0.013","0.013","0.013","2.03M","0.00%"
"2022-8-22","0.013","0.014","0.014","0.013","1.74M","-7.14%"
"2022-8-19","0.014","0.014","0.014","0.013","11.83M","-6.67%"
"2022-8-18","0.015","0.014","0.016","0.014","37.56M","15.38%"
"2022-8-17","0.013","0.012","0.015","0.012","30.00M","18.18%"
"2022-8-16","0.011","0.011","0.011","0.011","3.51M","0.00%"
"2022-8-15","0.011","0.011","0.011","0.011","1.05M","-8.33%"
"2022-8-12","0.012","0.012","0.012","0.011","8.74M","0.00%"
"2022-8-11","0.012","0.012","0.012","0.012","72.00K","0.00%"
"2022-8-10","0.012","0.012","0.012","0.012","40.00K","9.09%"
"2022-8-9","0.011","0.011","0.012","0.011","24.81M","-8.33%"
"2022-8-8","0.012","0.012","0.012","0.012","16.00K","0.00%"
"2022-8-5","0.012","0.012","0.012","0.012","9.18M","9.09%"
"2022-8-4","0.011","0.012","0.012","0.011","2.17M","-8.33%"
"2022-8-3","0.012","0.012","0.013","0.012","976.00K","-7.69%"
"2022-8-2","0.013","0.012","0.013","0.012","5.27M","0.00%"
"2022-8-1","0.013","0.013","0.013","0.012","2.09M","0.00%"
"2022-7-29","0.013","0.013","0.013","0.012","10.42M","0.00%"
"2022-7-28","0.013","0.013","0.013","0.013","200.30K","0.00%"
"2022-7-27","0.013","0.013","0.013","0.012","23.62M","0.00%"
"2022-7-26","0.013","0.014","0.014","0.012","5.58M","-7.14%"
"2022-7-25","0.014","0.013","0.014","0.013","15.27M","0.00%"
"2022-7-22","0.014","0.014","0.014","0.013","1.82M","0.00%"
