"Date","Price","Open","High","Low","Vol.","Change %"
"2022-7-21","0.014","0.014","0.014","0.013","2.42M","0.00%"
"2022-7-20","0.014","0.014","0.014","0.013","32.65M","0.00%"
"2022-7-19","0.014","0.015","0.015","0.013","27.98M","-12.50%"
"2022-7-18","0.016","0.016","0.016","0.015","4.44M","-5.88%"
"2022-7-15","0.017","0.017","0.017","0.017","","0.00%"
"2022-7-14","0.017","0.017","0.017","0.016","2.13M","0.00%"
"2022-7-13","0.017","0.016","0.017","0.016","17.36M","0.00%"
"2022-7-12","0.017","0.017","0.017","0.016","4.76M","6.25%"
"2022-7-11","0.016","0.017","0.017","0.016","1.89M","-5.88%"
"2022-7-8","0.017","0.018","0.018","0.016","4.43M","0.00%"
"2022-7-7","0.017","0.018","0.018","0.017","320.10K","-5.56%"
"2022-7-6","0.018","0.017","0.018","0.017","4.07M","0.00%"
"2022-7-5","0.018","0.018","0.018","0.017","37.22M","-5.26%"
"2022-7-4","0.019","0.019","0.019","0.019","2.62M","0.00%"
"2022-6-30","0.019","0.019","0.019","0.019","","0.00%"
"2022-6-29","0.019","0.019","0.019","0.019","1.00M","0.00%"
"2022-6-28","0.019","0.018","0.020","0.018","1.98M","0.00%"
"2022-6-27","0.019","0.019","0.019","0.019","371.00K","0.00%"
"2022-6-24","0.019","0.020","0.021","0.019","7.26M","-5.00%"
"2022-6-23","0.020","0.019","0.020","0.018","4.14M","5.26%"
"2022-6-22","0.019","0.018","0.019","0.018","6.90M","0.00%"
"2022-6-21","0.019","0.018","0.020","0.018","13.31M","11.76%"
"2022-6-20","0.017","0.017","0.018","0.017","1.23M","-5.56%"
"2022-6-17","0.018","0.018","0.018","0.018","","0.00%"
"2022-6-16","0.018","0.018","0.018","0.017","8.12M","0.00%"
"2022-6-15","0.018","0.018","0.018","0.017","3.71M","-5.26%"
"2022-6-14","0.019","0.019","0.019","0.019","0.10K","0.00%"
"2022-6-13","0.019","0.019","0.019","0.019","136.00K","0.00%"
"2022-6-10","0.019","0.019","0.019","0.017","29.87M","0.00%"
"2022-6-9","0.019","0.019","0.019","0.019","","0.00%"
"2022-6-8","0.019","0.018","0.019","0.018","3.46M","0.00%"
"2022-6-7","0.019","0.019","0.019","0.019","","0.00%"
"2022-6-6","0.019","0.018","0.019","0.018","4.30M","-5.00%"
"2022-6-2","0.020","0.020","0.020","0.020","","0.00%"
"2022-6-1","0.020","0.018","0.021","0.018","10.17M","11.11%"
"2022-5-31","0.018","0.017","0.018","0.017","10.54M","0.00%"
"2022-5-30","0.018","0.018","0.018","0.018","72.00K","-5.26%"
"2022-5-27","0.019","0.019","0.019","0.017","528.00K","0.00%"
"2022-5-26","0.019","0.018","0.019","0.017","832.00K","5.56%"
"2022-5-25","0.018","0.017","0.018","0.017","1.97M","5.88%"
"2022-5-24","0.017","0.018","0.018","0.017","1.84M","-10.53%"
"2022-5-23","0.019","0.018","0.019","0.018","2.94M","5.56%"
"2022-5-20","0.018","0.018","0.019","0.017","8.13M","0.00%"
"2022-5-19","0.018","0.018","0.018","0.017","3.14M","-5.26%"
"2022-5-18","0.019","0.018","0.019","0.018","9.40M","0.00%"
"2022-5-17","0.019","0.017","0.019","0.017","7.98M","5.56%"
"2022-5-16","0.018","0.017","0.018","0.016","1.41M","5.88%"
"2022-5-13","0.017","0.016","0.017","0.016","2.11M","0.00%"
"2022-5-12","0.017","0.016","0.017","0.016","3.44M","0.00%"
"2022-5-11","0.017","0.017","0.017","0.017","736.00K","0.00%"
"2022-5-10","0.017","0.017","0.017","0.016","1.76M","0.00%"
"2022-5-6","0.017","0.017","0.017","0.016","1.06M","0.00%"
"2022-5-5","0.017","0.017","0.018","0.017","3.15M","-5.56%"
"2022-5-4","0.018","0.017","0.018","0.017","2.06M","5.88%"
"2022-5-3","0.017","0.017","0.018","0.017","3.82M","-5.56%"
"2022-4-29","0.018","0.017","0.018","0.017","1.89M","0.00%"
"2022-4-28","0.018","0.018","0.018","0.017","144.50K","0.00%"
"2022-4-27","0.018","0.017","0.018","0.017","6.92M","0.00%"
"2022-4-26","0.018","0.018","0.019","0.017","7.15M","-5.26%"
"2022-4-25","0.019","0.019","0.020","0.018","31.38M","-9.52%"
"2022-4-22","0.021","0.021","0.030","0.021","165.46M","10.53%"
"2022-4-21","0.019","0.019","0.021","0.019","11.33M","5.56%"
"2022-4-20","0.018","0.018","0.018","0.018","8.00K","0.00%"
"2022-4-19","0.018","0.018","0.018","0.018","","0.00%"
"2022-4-14","0.018","0.018","0.019","0.018","736.00K","-5.26%"
"2022-4-13","0.019","0.019","0.019","0.019","","0.00%"
"2022-4-12","0.019","0.018","0.019","0.018","192.20K","5.56%"
"2022-4-11","0.018","0.018","0.018","0.018","384.00K","0.00%"
"2022-4-8","0.018","0.018","0.018","0.018","168.00K","-5.26%"
"2022-4-7","0.019","0.018","0.019","0.018","5.11M","5.56%"
"2022-4-6","0.018","0.018","0.018","0.018","1.01M","-5.26%"
"2022-4-4","0.019","0.019","0.019","0.019","","0.00%"
"2022-4-1","0.019","0.019","0.019","0.019","168.00K","-5.00%"
"2022-3-31","0.020","0.019","0.020","0.018","1.72M","5.26%"
"2022-3-30","0.019","0.019","0.019","0.019","5.00M","5.56%"
"2022-3-29","0.018","0.019","0.019","0.018","40.00K","-5.26%"
"2022-3-28","0.019","0.018","0.019","0.018","936.00K","0.00%"
"2022-3-25","0.019","0.018","0.019","0.018","5.43M","0.00%"
"2022-3-24","0.019","0.019","0.020","0.018","2.18M","-5.00%"
"2022-3-23","0.020","0.020","0.020","0.020","","0.00%"
"2022-3-22","0.020","0.020","0.020","0.020","1.00K","0.00%"
"2022-3-21","0.020","0.020","0.020","0.020","1.40M","0.00%"
"2022-3-18","0.020","0.020","0.020","0.019","2.07M","0.00%"
"2022-3-17","0.020","0.018","0.020","0.018","5.74M","11.11%"
"2022-3-16","0.018","0.017","0.018","0.016","6.71M","0.00%"
"2022-3-15","0.018","0.018","0.018","0.017","11.54M","-5.26%"
"2022-3-14","0.019","0.019","0.019","0.019","7.27M","0.00%"
"2022-3-11","0.019","0.020","0.020","0.018","408.00K","-5.00%"
"2022-3-10","0.020","0.020","0.020","0.020","8.00K","5.26%"
"2022-3-9","0.019","0.019","0.019","0.018","13.98M","0.00%"
"2022-3-8","0.019","0.019","0.020","0.019","2.03M","-5.00%"
"2022-3-7","0.020","0.020","0.020","0.019","4.10M","0.00%"
"2022-3-4","0.020","0.020","0.020","0.020","15.00K","-4.76%"
"2022-3-3","0.021","0.020","0.021","0.020","2.94M","0.00%"
"2022-3-2","0.021","0.021","0.021","0.020","5.28M","-4.55%"
"2022-3-1","0.022","0.022","0.022","0.021","3.60M","0.00%"
"2022-2-28","0.022","0.022","0.022","0.022","8.00K","0.00%"
"2022-2-25","0.022","0.022","0.022","0.022","","0.00%"
"2022-2-24","0.022","0.021","0.022","0.020","3.21M","0.00%"
"2022-2-23","0.022","0.022","0.022","0.022","3.59M","0.00%"
"2022-2-22","0.022","0.021","0.022","0.021","1.70M","0.00%"
"2022-2-21","0.022","0.022","0.024","0.022","8.98M","0.00%"
"2022-2-18","0.022","0.020","0.022","0.019","18.55M","4.76%"
"2022-2-17","0.021","0.020","0.021","0.018","10.17M","10.53%"
"2022-2-16","0.019","0.019","0.019","0.019","2.26M","-5.00%"
"2022-2-15","0.020","0.019","0.020","0.018","3.02M","0.00%"
"2022-2-14","0.020","0.019","0.020","0.018","2.75M","0.00%"
"2022-2-11","0.020","0.019","0.020","0.019","14.89M","0.00%"
"2022-2-10","0.020","0.020","0.020","0.020","4.73M","0.00%"
"2022-2-9","0.020","0.019","0.020","0.019","29.18M","5.26%"
"2022-2-8","0.019","0.022","0.023","0.018","47.28M","-9.52%"
"2022-2-7","0.021","0.021","0.021","0.021","7.00M","-4.55%"
"2022-2-4","0.022","0.021","0.022","0.021","3.01M","0.00%"
"2022-1-31","0.022","0.022","0.022","0.022","464.00K","4.76%"
"2022-1-28","0.021","0.021","0.021","0.021","5.69M","0.00%"
"2022-1-27","0.021","0.021","0.021","0.021","3.61M","-4.55%"
"2022-1-26","0.022","0.022","0.022","0.021","5.90M","0.00%"
"2022-1-25","0.022","0.021","0.022","0.020","7.73M","-4.35%"
"2022-1-24","0.023","0.023","0.023","0.023","536.00K","0.00%"
"2022-1-21","0.023","0.023","0.023","0.022","5.74M","-4.17%"
"2022-1-20","0.024","0.023","0.024","0.023","96.00K","0.00%"
"2022-1-19","0.024","0.023","0.025","0.023","8.46M","0.00%"
"2022-1-18","0.024","0.023","0.024","0.023","904.00K","0.00%"
"2022-1-17","0.024","0.023","0.024","0.023","360.00K","0.00%"
"2022-1-14","0.024","0.023","0.024","0.022","7.63M","9.09%"
"2022-1-13","0.022","0.023","0.023","0.022","1.00M","-4.35%"
"2022-1-12","0.023","0.024","0.024","0.023","2.58M","-8.00%"
"2022-1-11","0.025","0.024","0.025","0.024","20.46M","4.17%"
"2022-1-10","0.024","0.024","0.025","0.023","11.96M","0.00%"
"2022-1-7","0.024","0.020","0.025","0.020","14.99M","14.29%"
"2022-1-6","0.021","0.020","0.021","0.019","12.04M","5.00%"
"2022-1-5","0.020","0.020","0.020","0.019","5.03M","0.00%"
"2022-1-4","0.020","0.021","0.021","0.019","2.35M","-4.76%"
"2022-1-3","0.021","0.021","0.022","0.019","45.61M","-4.55%"
"2021-12-31","0.022","0.022","0.022","0.021","6.96M","0.00%"
"2021-12-30","0.022","0.021","0.022","0.020","3.63M","4.76%"
"2021-12-29","0.021","0.021","0.021","0.020","1.36M","5.00%"
"2021-12-28","0.020","0.020","0.020","0.020","2.36M","-4.76%"
"2021-12-24","0.021","0.021","0.021","0.021","392.00K","-4.55%"
"2021-12-23","0.022","0.021","0.022","0.021","88.00K","0.00%"
"2021-12-22","0.022","0.021","0.022","0.021","440.00K","0.00%"
"2021-12-21","0.022","0.021","0.022","0.021","2.25M","0.00%"
"2021-12-20","0.022","0.021","0.022","0.021","2.10M","0.00%"
"2021-12-17","0.022","0.021","0.022","0.021","2.70M","4.76%"
"2021-12-16","0.021","0.020","0.021","0.020","4.24M","0.00%"
"2021-12-15","0.021","0.022","0.022","0.021","256.00K","-4.55%"
"2021-12-14","0.022","0.022","0.022","0.021","256.00K","0.00%"
"2021-12-13","0.022","0.022","0.022","0.021","552.00K","0.00%"
"2021-12-10","0.022","0.022","0.022","0.021","440.00K","0.00%"
"2021-12-9","0.022","0.022","0.022","0.021","592.00K","0.00%"
"2021-12-8","0.022","0.022","0.022","0.021","465.00K","0.00%"
"2021-12-7","0.022","0.022","0.022","0.021","9.50M","0.00%"
"2021-12-6","0.022","0.022","0.022","0.022","256.00K","0.00%"
"2021-12-3","0.022","0.022","0.022","0.021","4.21M","0.00%"
"2021-12-2","0.022","0.023","0.023","0.022","1.83M","0.00%"
"2021-12-1","0.022","0.022","0.022","0.021","2.36M","0.00%"
"2021-11-30","0.022","0.023","0.023","0.021","7.58M","-4.35%"
"2021-11-29","0.023","0.023","0.023","0.023","464.00K","-4.17%"
"2021-11-26","0.024","0.024","0.024","0.024","","0.00%"
"2021-11-25","0.024","0.023","0.024","0.023","2.14M","0.00%"
"2021-11-24","0.024","0.022","0.024","0.022","6.73M","0.00%"
"2021-11-23","0.024","0.023","0.024","0.023","3.39M","0.00%"
"2021-11-22","0.024","0.024","0.024","0.023","3.38M","-4.00%"
"2021-11-19","0.025","0.025","0.025","0.024","11.58M","-3.85%"
"2021-11-18","0.026","0.025","0.026","0.025","1.41M","4.00%"
"2021-11-17","0.025","0.025","0.026","0.025","2.04M","0.00%"
"2021-11-16","0.025","0.026","0.026","0.025","3.51M","0.00%"
"2021-11-15","0.025","0.025","0.025","0.025","4.33M","4.17%"
"2021-11-12","0.024","0.024","0.024","0.024","2.44M","0.00%"
"2021-11-11","0.024","0.024","0.024","0.023","2.17M","0.00%"
"2021-11-10","0.024","0.024","0.024","0.023","3.70M","0.00%"
"2021-11-9","0.024","0.025","0.025","0.023","4.56M","-4.00%"
"2021-11-8","0.025","0.025","0.025","0.023","408.00K","0.00%"
"2021-11-5","0.025","0.024","0.025","0.023","4.50M","0.00%"
"2021-11-4","0.025","0.025","0.026","0.023","13.70M","0.00%"
"2021-11-3","0.025","0.027","0.027","0.025","11.92M","-7.41%"
"2021-11-2","0.027","0.027","0.029","0.025","6.28M","0.00%"
"2021-11-1","0.027","0.027","0.031","0.027","10.50M","0.00%"
"2021-10-29","0.027","0.027","0.028","0.026","1.46M","0.00%"
"2021-10-28","0.027","0.027","0.028","0.026","5.36M","0.00%"
"2021-10-27","0.027","0.028","0.028","0.026","4.32M","-3.57%"
"2021-10-26","0.028","0.027","0.028","0.026","4.37M","3.70%"
"2021-10-25","0.027","0.025","0.029","0.025","27.30M","8.00%"
"2021-10-22","0.025","0.025","0.025","0.024","1.82M","0.00%"
"2021-10-21","0.025","0.025","0.025","0.023","4.73M","0.00%"
"2021-10-20","0.025","0.025","0.025","0.023","2.68M","0.00%"
"2021-10-19","0.025","0.025","0.025","0.023","3.90M","0.00%"
"2021-10-18","0.025","0.025","0.025","0.024","4.72M","0.00%"
"2021-10-15","0.025","0.024","0.025","0.024","4.72M","0.00%"
"2021-10-12","0.025","0.026","0.026","0.024","9.76M","-3.85%"
"2021-10-11","0.026","0.026","0.026","0.025","2.74M","0.00%"
"2021-10-8","0.026","0.026","0.026","0.025","5.97M","-3.70%"
"2021-10-7","0.027","0.028","0.029","0.026","21.80M","-3.57%"
"2021-10-6","0.028","0.027","0.028","0.026","4.10M","0.00%"
"2021-10-5","0.028","0.028","0.028","0.026","7.50M","0.00%"
"2021-10-4","0.028","0.026","0.029","0.026","17.15M","3.70%"
"2021-9-30","0.027","0.024","0.028","0.024","26.30M","8.00%"
"2021-9-29","0.025","0.023","0.026","0.022","21.28M","8.70%"
"2021-9-28","0.023","0.027","0.029","0.022","93.56M","-14.81%"
"2021-9-27","0.027","0.024","0.034","0.024","299.30M","28.57%"
"2021-9-24","0.021","0.021","0.021","0.021","64.00K","0.00%"
"2021-9-23","0.021","0.021","0.022","0.021","184.00K","0.00%"
"2021-9-21","0.021","0.021","0.021","0.021","312.00K","0.00%"
